mysql> select * from Dates_D;
+---------+------------+-----------+-------------+--------------+-------------+--------------+------------+---------+--------------+-----------+---------------+-----------------+------+
| date_id | date       | day       | day_of_week | day_of_month | day_of_year | previous_day | next_day   | weekend | week_of_year | month     | month_of_year | quarter_of_year | year |
|     174 | 2010-06-24 | Thursday  |           5 |           24 |         175 | 2010-06-23   | 2010-06-25 | Weekday | 25           | June      | 06            |               2 | 2010 |
|     175 | 2010-06-25 | Friday    |           6 |           25 |         176 | 2010-06-24   | 2010-06-26 | Weekday | 25           | June      | 06            |               2 | 2010 |
|     176 | 2010-06-26 | Saturday  |           7 |           26 |         177 | 2010-06-25   | 2010-06-27 | Weekend | 25           | June      | 06            |               2 | 2010 |
|     177 | 2010-06-27 | Sunday    |           1 |           27 |         178 | 2010-06-26   | 2010-06-28 | Weekend | 26           | June      | 06            |               2 | 2010 |
|     178 | 2010-06-28 | Monday    |           2 |           28 |         179 | 2010-06-27   | 2010-06-29 | Weekday | 26           | June      | 06            |               2 | 2010 |
|     179 | 2010-06-29 | Tuesday   |           3 |           29 |         180 | 2010-06-28   | 2010-06-30 | Weekday | 26           | June      | 06            |               2 | 2010 |
|     180 | 2010-06-30 | Wednesday |           4 |           30 |         181 | 2010-06-29   | 2010-07-01 | Weekday | 26           | June      | 06            |               2 | 2010 |
|     181 | 2010-07-01 | Thursday  |           5 |            1 |         182 | 2010-06-30   | 2010-07-02 | Weekday | 26           | July      | 07            |               3 | 2010 |
|     182 | 2010-07-02 | Friday    |           6 |            2 |         183 | 2010-07-01   | 2010-07-03 | Weekday | 26           | July      | 07            |               3 | 2010 |
|     183 | 2010-07-03 | Saturday  |           7 |            3 |         184 | 2010-07-02   | 2010-07-04 | Weekend | 26           | July      | 07            |               3 | 2010 |
|     184 | 2010-07-04 | Sunday    |           1 |            4 |         185 | 2010-07-03   | 2010-07-05 | Weekend | 27           | July      | 07            |               3 | 2010 |
|     185 | 2010-07-05 | Monday    |           2 |            5 |         186 | 2010-07-04   | 2010-07-06 | Weekday | 27           | July      | 07            |               3 | 2010 |
|     186 | 2010-07-06 | Tuesday   |           3 |            6 |         187 | 2010-07-05   | 2010-07-07 | Weekday | 27           | July      | 07            |               3 | 2010 |
|     187 | 2010-07-07 | Wednesday |           4 |            7 |         188 | 2010-07-06   | 2010-07-08 | Weekday | 27           | July      | 07            |               3 | 2010 |
|     188 | 2010-07-08 | Thursday  |           5 |            8 |         189 | 2010-07-07   | 2010-07-09 | Weekday | 27           | July      | 07            |               3 | 2010 |
|     189 | 2010-07-09 | Friday    |           6 |            9 |         190 | 2010-07-08   | 2010-07-10 | Weekday | 27           | July      | 07            |               3 | 2010 |
|     190 | 2010-07-10 | Saturday  |           7 |           10 |         191 | 2010-07-09   | 2010-07-11 | Weekend | 27           | July      | 07            |               3 | 2010 |
|     191 | 2010-07-11 | Sunday    |           1 |           11 |         192 | 2010-07-10   | 2010-07-12 | Weekend | 28           | July      | 07            |               3 | 2010 |
|     192 | 2010-07-12 | Monday    |           2 |           12 |         193 | 2010-07-11   | 2010-07-13 | Weekday | 28           | July      | 07            |               3 | 2010 |
|     193 | 2010-07-13 | Tuesday   |           3 |           13 |         194 | 2010-07-12   | 2010-07-14 | Weekday | 28           | July      | 07            |               3 | 2010 |
|     194 | 2010-07-14 | Wednesday |           4 |           14 |         195 | 2010-07-13   | 2010-07-15 | Weekday | 28           | July      | 07            |               3 | 2010 |
|     195 | 2010-07-15 | Thursday  |           5 |           15 |         196 | 2010-07-14   | 2010-07-16 | Weekday | 28           | July      | 07            |               3 | 2010 |
|     196 | 2010-07-16 | Friday    |           6 |           16 |         197 | 2010-07-15   | 2010-07-17 | Weekday | 28           | July      | 07            |               3 | 2010 |
|     197 | 2010-07-17 | Saturday  |           7 |           17 |         198 | 2010-07-16   | 2010-07-18 | Weekend | 28           | July      | 07            |               3 | 2010 |
|     198 | 2010-07-18 | Sunday    |           1 |           18 |         199 | 2010-07-17   | 2010-07-19 | Weekend | 29           | July      | 07            |               3 | 2010 |
|     199 | 2010-07-19 | Monday    |           2 |           19 |         200 | 2010-07-18   | 2010-07-20 | Weekday | 29           | July      | 07            |               3 | 2010 |
|     200 | 2010-07-20 | Tuesday   |           3 |           20 |         201 | 2010-07-19   | 2010-07-21 | Weekday | 29           | July      | 07            |               3 | 2010 |
|     201 | 2010-07-21 | Wednesday |           4 |           21 |         202 | 2010-07-20   | 2010-07-22 | Weekday | 29           | July      | 07            |               3 | 2010 |
|     202 | 2010-07-22 | Thursday  |           5 |           22 |         203 | 2010-07-21   | 2010-07-23 | Weekday | 29           | July      | 07            |               3 | 2010 |
|     203 | 2010-07-23 | Friday    |           6 |           23 |         204 | 2010-07-22   | 2010-07-24 | Weekday | 29           | July      | 07            |               3 | 2010 |
|     204 | 2010-07-24 | Saturday  |           7 |           24 |         205 | 2010-07-23   | 2010-07-25 | Weekend | 29           | July      | 07            |               3 | 2010 |
|     205 | 2010-07-25 | Sunday    |           1 |           25 |         206 | 2010-07-24   | 2010-07-26 | Weekend | 30           | July      | 07            |               3 | 2010 |
|     206 | 2010-07-26 | Monday    |           2 |           26 |         207 | 2010-07-25   | 2010-07-27 | Weekday | 30           | July      | 07            |               3 | 2010 |
|     207 | 2010-07-27 | Tuesday   |           3 |           27 |         208 | 2010-07-26   | 2010-07-28 | Weekday | 30           | July      | 07            |               3 | 2010 |
|     208 | 2010-07-28 | Wednesday |           4 |           28 |         209 | 2010-07-27   | 2010-07-29 | Weekday | 30           | July      | 07            |               3 | 2010 |
|     209 | 2010-07-29 | Thursday  |           5 |           29 |         210 | 2010-07-28   | 2010-07-30 | Weekday | 30           | July      | 07            |               3 | 2010 |
|     210 | 2010-07-30 | Friday    |           6 |           30 |         211 | 2010-07-29   | 2010-07-31 | Weekday | 30           | July      | 07            |               3 | 2010 |
|     211 | 2010-07-31 | Saturday  |           7 |           31 |         212 | 2010-07-30   | 2010-08-01 | Weekend | 30           | July      | 07            |               3 | 2010 |
|     212 | 2010-08-01 | Sunday    |           1 |            1 |         213 | 2010-07-31   | 2010-08-02 | Weekend | 31           | August    | 08            |               3 | 2010 |
|     213 | 2010-08-02 | Monday    |           2 |            2 |         214 | 2010-08-01   | 2010-08-03 | Weekday | 31           | August    | 08            |               3 | 2010 |
|     214 | 2010-08-03 | Tuesday   |           3 |            3 |         215 | 2010-08-02   | 2010-08-04 | Weekday | 31           | August    | 08            |               3 | 2010 |
|     215 | 2010-08-04 | Wednesday |           4 |            4 |         216 | 2010-08-03   | 2010-08-05 | Weekday | 31           | August    | 08            |               3 | 2010 |
|     216 | 2010-08-05 | Thursday  |           5 |            5 |         217 | 2010-08-04   | 2010-08-06 | Weekday | 31           | August    | 08            |               3 | 2010 |
|     217 | 2010-08-06 | Friday    |           6 |            6 |         218 | 2010-08-05   | 2010-08-07 | Weekday | 31           | August    | 08            |               3 | 2010 |
|     218 | 2010-08-07 | Saturday  |           7 |            7 |         219 | 2010-08-06   | 2010-08-08 | Weekend | 31           | August    | 08            |               3 | 2010 |
|     219 | 2010-08-08 | Sunday    |           1 |            8 |         220 | 2010-08-07   | 2010-08-09 | Weekend | 32           | August    | 08            |               3 | 2010 |
|     220 | 2010-08-09 | Monday    |           2 |            9 |         221 | 2010-08-08   | 2010-08-10 | Weekday | 32           | August    | 08            |               3 | 2010 |
|     221 | 2010-08-10 | Tuesday   |           3 |           10 |         222 | 2010-08-09   | 2010-08-11 | Weekday | 32           | August    | 08            |               3 | 2010 |
|     222 | 2010-08-11 | Wednesday |           4 |           11 |         223 | 2010-08-10   | 2010-08-12 | Weekday | 32           | August    | 08            |               3 | 2010 |
|     223 | 2010-08-12 | Thursday  |           5 |           12 |         224 | 2010-08-11   | 2010-08-13 | Weekday | 32           | August    | 08            |               3 | 2010 |
|     224 | 2010-08-13 | Friday    |           6 |           13 |         225 | 2010-08-12   | 2010-08-14 | Weekday | 32           | August    | 08            |               3 | 2010 |
|     225 | 2010-08-14 | Saturday  |           7 |           14 |         226 | 2010-08-13   | 2010-08-15 | Weekend | 32           | August    | 08            |               3 | 2010 |
|     226 | 2010-08-15 | Sunday    |           1 |           15 |         227 | 2010-08-14   | 2010-08-16 | Weekend | 33           | August    | 08            |               3 | 2010 |
|     227 | 2010-08-16 | Monday    |           2 |           16 |         228 | 2010-08-15   | 2010-08-17 | Weekday | 33           | August    | 08            |               3 | 2010 |
|     228 | 2010-08-17 | Tuesday   |           3 |           17 |         229 | 2010-08-16   | 2010-08-18 | Weekday | 33           | August    | 08            |               3 | 2010 |
|     229 | 2010-08-18 | Wednesday |           4 |           18 |         230 | 2010-08-17   | 2010-08-19 | Weekday | 33           | August    | 08            |               3 | 2010 |
|     230 | 2010-08-19 | Thursday  |           5 |           19 |         231 | 2010-08-18   | 2010-08-20 | Weekday | 33           | August    | 08            |               3 | 2010 |
|     231 | 2010-08-20 | Friday    |           6 |           20 |         232 | 2010-08-19   | 2010-08-21 | Weekday | 33           | August    | 08            |               3 | 2010 |
|     232 | 2010-08-21 | Saturday  |           7 |           21 |         233 | 2010-08-20   | 2010-08-22 | Weekend | 33           | August    | 08            |               3 | 2010 |
|     233 | 2010-08-22 | Sunday    |           1 |           22 |         234 | 2010-08-21   | 2010-08-23 | Weekend | 34           | August    | 08            |               3 | 2010 |
|     234 | 2010-08-23 | Monday    |           2 |           23 |         235 | 2010-08-22   | 2010-08-24 | Weekday | 34           | August    | 08            |               3 | 2010 |
|     235 | 2010-08-24 | Tuesday   |           3 |           24 |         236 | 2010-08-23   | 2010-08-25 | Weekday | 34           | August    | 08            |               3 | 2010 |
|     236 | 2010-08-25 | Wednesday |           4 |           25 |         237 | 2010-08-24   | 2010-08-26 | Weekday | 34           | August    | 08            |               3 | 2010 |
|     237 | 2010-08-26 | Thursday  |           5 |           26 |         238 | 2010-08-25   | 2010-08-27 | Weekday | 34           | August    | 08            |               3 | 2010 |
|     238 | 2010-08-27 | Friday    |           6 |           27 |         239 | 2010-08-26   | 2010-08-28 | Weekday | 34           | August    | 08            |               3 | 2010 |
|     239 | 2010-08-28 | Saturday  |           7 |           28 |         240 | 2010-08-27   | 2010-08-29 | Weekend | 34           | August    | 08            |               3 | 2010 |
